TransactionID,CustomerID,TransactionDate,CustomerAge,Gender,State,City,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod
T100027,C1135,2025-04-01,35.0,Female,WA,Tacoma,Home & Kitchen,Blender,3.0,108.52,325.56,Debit Card
T100094,C1070,2025-05-14,63.0,Male,WA,Tacoma,Sports & Outdoors,Camping Tent,3.0,128.45,385.35,PayPal
T100502,C1288,2025-05-22,48.0,Male,IL,Chicago,Clothing,Running Shoes,4.0,44.93,179.72,Credit Card
T100747,C1281,2025-04-16,45.0,Male,IL,Springfield,Beauty,Face Moisturizer,9.5,25.79,245.0,PayPal
T100636,C1012,2025-01-29,59.0,Female,GA,Savannah,Home & Kitchen,Air Fryer,3.0,157.26,471.78,Credit Card
T100025,C1024,2025-06-17,62.0,Female,GA,Augusta,Beauty,Makeup Kit,5.0,18.67,93.35,Credit Card
T100455,C1025,2025-01-05,54.0,Female,CA,Sacramento,Home & Kitchen,Vacuum Cleaner,3.0,41.78,125.34,Credit Card
T100216,C1195,2025-06-20,22.0,Female,CA,Los Angeles,Electronics,Wireless Earbuds,4.0,132.92,531.68,PayPal
T100030,C1112,2025-02-09,49.0,Female,GA,Atlanta,Home & Kitchen,Coffee Maker,2.0,77.14,154.28,PayPal
T100648,C1264,2025-07-21,74.0,Female,FL,Orlando,Home & Kitchen,Air Fryer,4.0,23.08,92.32,PayPal
T100305,C1165,2025-04-04,64.0,Male,FL,Tampa,Beauty,Hair Dryer,5.0,45.35,226.75,Credit Card
T100997,C1190,2025-08-03,56.0,Male,OH,Columbus,Sports & Outdoors,Bicycle Helmet,4.0,128.18,512.72,Credit Card
T100474,C1133,2025-10-25,49.0,Female,PA,Pittsburgh,Clothing,Running Shoes,2.0,71.54,143.08,Debit Card
T100459,C1169,2025-08-23,19.0,Male,NY,Buffalo,Books,Cookbook,3.0,28.29,84.87,Credit Card
T100317,C1012,2025-08-06,59.0,Female,GA,Augusta,Beauty,Face Moisturizer,2.0,17.44,34.88,Credit Card
T100590,C1158,2025-06-21,46.0,Male,TX,Dallas,Electronics,Bluetooth Speaker,3.0,36.54,109.62,PayPal
T100134,C1236,2025-02-06,55.0,Female,TX,Houston,Clothing,T-Shirt Pack,4.0,42.63,170.52,PayPal
T100105,C1305,2025-08-09,25.0,Female,CA,Sacramento,Sports & Outdoors,Bicycle Helmet,4.0,88.73,354.92,Debit Card
T100007,C1164,2025-01-27,41.0,Female,IL,Springfield,Sports & Outdoors,Dumbbell Set,1.0,31.26,31.26,Credit Card
T100605,C1081,2025-04-12,42.0,Male,IL,Naperville,Beauty,Face Moisturizer,4.0,39.5,158.0,Debit Card
T100230,C1046,2025-03-02,43.0,Female,PA,Erie,Clothing,T-Shirt Pack,1.0,17.63,17.63,Debit Card
T100386,C1142,2025-04-03,33.0,Female,NC,Raleigh,Clothing,Denim Jeans,3.0,39.14,117.42,Debit Card
T100836,C1316,2025-08-20,59.0,Female,OH,Columbus,Books,Self-Help Guide,1.0,31.37,31.37,Gift Card
T100301,C1337,2025-01-09,46.0,Female,CA,Sacramento,Toys,Building Blocks,3.0,16.23,48.69,PayPal
T100390,C1091,2025-07-12,46.0,Male,TX,Dallas,Beauty,Perfume,2.0,22.67,45.34,Credit Card
T100901,C1053,2025-01-29,44.0,Male,WA,Spokane,Books,Self-Help Guide,6.0,23.35,140.1,Debit Card
T100726,C1189,2025-06-06,35.0,Male,PA,Erie,Home & Kitchen,Vacuum Cleaner,4.0,87.25,349.0,Debit Card
T100789,C1066,2025-04-12,69.0,Female,NC,Raleigh,Electronics,USB Drive,3.0,110.95,332.85,Credit Card
T100826,C1281,2025-05-20,45.0,Male,IL,Naperville,Sports & Outdoors,Bicycle Helmet,1.0,106.47,106.47,PayPal
T100199,C1186,2025-08-26,27.0,Male,WA,Seattle,Beauty,Perfume,3.0,54.85,164.55,Credit Card
T100119,C1157,2025-01-17,49.0,Male,CA,San Francisco,Home & Kitchen,Coffee Maker,3.0,69.73,209.19,Credit Card
T100080,C1305,2025-05-11,46.0,Female,CA,Sacramento,Electronics,Smartwatch,3.0,102.07,306.21,Gift Card
T100271,C1148,2025-06-01,64.0,Female,PA,Pittsburgh,Sports & Outdoors,Bicycle Helmet,6.0,95.54,573.24,Debit Card
T100518,C1014,2025-04-17,58.0,Female,NY,Buffalo,Toys,Remote Control Car,7.0,9.69,67.83,Debit Card
T100211,C1306,2025-08-05,35.0,Female,OH,Columbus,Electronics,Bluetooth Speaker,2.0,173.4,346.8,Credit Card
T100676,C1211,2025-01-12,58.0,Male,GA,Atlanta,Beauty,Face Moisturizer,4.0,14.02,56.08,PayPal
T100369,C1122,2025-01-06,55.0,Male,PA,Erie,Home & Kitchen,Coffee Maker,9.5,88.09,836.86,Credit Card
T100294,C1149,2025-10-16,21.0,Male,PA,Pittsburgh,Toys,Puzzle Set,8.0,12.49,99.92,Debit Card
T100940,C1082,2025-08-25,27.0,Female,PA,Pittsburgh,Electronics,USB Drive,2.0,182.44,364.88,Debit Card
T100666,C1244,2025-07-25,53.0,Female,TX,Dallas,Books,Biography,6.0,19.1,114.6,PayPal
T100481,C1318,2025-04-24,71.0,Male,GA,Augusta,Sports & Outdoors,Camping Tent,2.0,118.65,237.3,Cash
T100581,C1179,2025-10-07,46.0,Female,OH,Columbus,Beauty,Shampoo Set,3.0,50.68,152.04,PayPal
T100258,C1266,2025-10-25,43.0,Female,PA,Pittsburgh,Beauty,Shampoo Set,1.0,23.86,23.86,Debit Card
T100866,C1276,2025-06-09,44.0,Male,TX,Dallas,Sports & Outdoors,Dumbbell Set,6.0,117.97,707.82,Credit Card
T100101,C1082,2025-07-23,27.0,Female,PA,Pittsburgh,Toys,Action Figure,5.0,45.53,227.65,Credit Card
T100396,C1087,2025-04-09,35.0,Female,PA,Erie,Books,Cookbook,8.0,29.84,238.72,Cash
T100480,C1227,2025-07-12,51.0,Female,IL,Naperville,Beauty,Hair Dryer,1.0,18.1,18.1,Credit Card
T100562,C1016,2025-10-06,47.0,Female,PA,Erie,Sports & Outdoors,Yoga Mat,5.0,77.83,389.15,Credit Card
T100572,C1069,2025-06-25,44.0,Female,CA,Sacramento,Clothing,Winter Jacket,4.0,89.42,357.68,Gift Card
T100950,C1115,2025-06-02,46.0,Female,NY,Buffalo,Clothing,Wool Sweater,3.0,57.19,171.57,Credit Card
T100464,C1215,2025-05-01,33.0,Female,FL,Orlando,Home & Kitchen,Vacuum Cleaner,3.0,66.54,199.62,Cash
T100735,C1151,2025-09-10,34.0,Female,OH,Cleveland,Electronics,USB Drive,2.0,147.04,294.08,Debit Card
T100808,C1188,2025-01-01,31.0,Female,TX,Austin,Sports & Outdoors,Camping Tent,2.0,33.75,67.5,Cash
T100935,C1257,2025-10-25,23.0,Male,GA,Augusta,Books,Biography,5.0,27.98,139.9,Credit Card
T100174,C1159,2025-02-21,62.0,Female,NY,Albany,Home & Kitchen,Cookware Set,3.0,109.99,329.97,Credit Card
T100512,C1169,2025-10-10,19.0,Male,NY,Buffalo,Clothing,Running Shoes,2.0,23.93,47.86,Credit Card
T100934,C1231,2025-03-18,46.0,Male,IL,Chicago,Clothing,T-Shirt Pack,4.0,43.64,174.56,Credit Card
T100473,C1014,2025-07-26,46.0,Male,NY,New York City,Toys,Building Blocks,7.0,34.41,240.87,Debit Card
T100366,C1161,2025-05-26,55.0,Female,PA,Pittsburgh,Home & Kitchen,Coffee Maker,4.0,120.33,481.32,Credit Card
T100768,C1030,2025-10-15,43.0,Male,WA,Spokane,Sports & Outdoors,Yoga Mat,1.0,27.35,27.35,Gift Card
T100498,C1232,2025-03-27,19.0,Male,NY,Albany,Home & Kitchen,Blender,4.0,88.72,354.88,PayPal
T100809,C1060,2025-04-15,70.0,Female,PA,Erie,Sports & Outdoors,Water Bottle,3.0,85.84,257.52,PayPal
T100719,C1133,2025-04-01,49.0,Female,PA,Erie,Books,Self-Help Guide,7.0,31.81,222.67,Cash
T100644,C1076,2025-10-03,36.0,Female,NC,Charlotte,Books,Biography,4.0,11.58,46.32,PayPal
T100527,C1032,2025-02-04,23.0,Female,WA,Spokane,Books,Children's Book,6.0,28.0,168.0,Credit Card
T100357,C1307,2025-09-10,49.0,Male,NY,Buffalo,Home & Kitchen,Coffee Maker,3.0,113.09,339.27,Cash
T100185,C1075,2025-09-05,45.0,Male,NY,Buffalo,Clothing,Running Shoes,3.0,69.71,209.13,PayPal
T100696,C1192,2025-09-14,46.0,Female,IL,Springfield,Sports & Outdoors,Bicycle Helmet,4.0,111.68,446.72,Credit Card
T100815,C1255,2025-05-27,26.0,Male,GA,Augusta,Electronics,Smartwatch,6.0,70.35,422.1,Debit Card
T100679,C1121,2025-02-21,56.0,Female,FL,Miami,Books,Children's Book,6.0,26.59,159.54,Debit Card
T100763,C1312,2025-01-12,24.0,Female,IL,Naperville,Beauty,Hair Dryer,2.0,9.81,19.62,Gift Card
T100578,C1162,2025-07-01,41.0,Male,OH,Cleveland,Home & Kitchen,Cookware Set,4.0,21.99,87.96,PayPal
T100727,C1334,2025-05-23,46.0,Male,TX,Austin,Beauty,Perfume,2.0,32.72,65.44,Gift Card
T100874,C1088,2025-09-18,61.0,Female,PA,Philadelphia,Toys,Remote Control Car,2.0,42.67,85.34,Gift Card
T100903,C1026,2025-04-17,46.0,Male,TX,Dallas,Home & Kitchen,Blender,1.0,51.2,51.2,Credit Card
T100923,C1015,2025-06-26,62.0,Male,GA,Atlanta,Books,Mystery Novel,3.0,19.43,58.29,Credit Card
T100776,C1274,2025-02-05,41.0,Female,PA,Pittsburgh,Toys,Puzzle Set,4.0,51.61,206.44,Debit Card
T100383,C1088,2025-04-10,61.0,Female,PA,Erie,Electronics,Phone Charger,4.0,110.7,442.8,Gift Card
T100772,C1011,2025-04-05,46.0,Male,CA,Sacramento,Toys,Board Game,8.0,42.93,343.44,Debit Card
T100548,C1006,2025-10-21,22.0,Female,NY,Buffalo,Electronics,Wireless Earbuds,3.0,204.54500000000002,613.64,Credit Card
T100835,C1080,2025-09-24,71.0,Female,IL,Chicago,Clothing,Winter Jacket,3.0,46.03,138.09,PayPal
T100916,C1135,2025-06-06,35.0,Female,WA,Seattle,Home & Kitchen,Cookware Set,2.0,154.18,308.36,Debit Card
T100441,C1176,2025-04-12,46.0,Male,GA,Savannah,Clothing,Running Shoes,5.0,63.42,317.1,Debit Card
T100135,C1119,2025-07-31,46.0,Female,WA,Tacoma,Sports & Outdoors,Dumbbell Set,2.0,138.3,276.6,Debit Card
T100707,C1058,2025-10-09,60.0,Male,IL,Springfield,Books,Cookbook,2.0,22.49,44.98,Debit Card
T100356,C1027,2025-08-05,64.0,Male,OH,Cincinnati,Beauty,Makeup Kit,5.0,41.0,205.0,Debit Card
T100948,C1319,2025-01-10,61.0,Male,IL,Chicago,Home & Kitchen,Vacuum Cleaner,5.0,49.29,246.45,Debit Card
T100247,C1183,2025-07-14,57.0,Male,GA,Savannah,Clothing,Running Shoes,3.0,52.68,158.04,Credit Card
T100936,C1003,2025-05-22,43.0,Male,NC,Durham,Electronics,Wireless Earbuds,2.0,30.49,60.98,Debit Card
T100515,C1221,2025-10-09,43.0,Female,GA,Augusta,Home & Kitchen,Vacuum Cleaner,2.0,67.46,134.92,Credit Card
T100397,C1061,2025-06-12,60.0,Female,PA,Erie,Home & Kitchen,Blender,3.0,129.89,389.67,PayPal
T100375,C1175,2025-02-08,44.0,Male,OH,Columbus,Books,Mystery Novel,5.0,7.21,36.05,Credit Card
T100242,C1027,2025-04-21,64.0,Male,OH,Cincinnati,Books,Self-Help Guide,6.0,25.49,152.94,Gift Card
T100563,C1085,2025-09-13,57.0,Male,CA,San Francisco,Beauty,Face Moisturizer,2.0,15.73,31.46,Cash
T100700,C1301,2025-08-12,65.0,Female,TX,Dallas,Clothing,Denim Jeans,4.0,59.76,239.04,Credit Card
T100819,C1228,2025-02-15,49.0,Female,FL,Miami,Electronics,Smartwatch,3.0,35.95,107.85,Debit Card
T100894,C1331,2025-05-02,39.0,Male,FL,Orlando,Beauty,Hair Dryer,6.0,15.77,94.62,Gift Card
T100334,C1297,2025-05-31,43.0,Male,WA,Seattle,Sports & Outdoors,Yoga Mat,1.0,108.64,108.64,Gift Card
T100146,C1274,2025-01-15,41.0,Female,PA,Philadelphia,Electronics,USB Drive,9.5,160.3,1522.85,Cash
T100683,C1157,2025-07-31,49.0,Male,CA,San Francisco,Home & Kitchen,Air Fryer,2.0,124.33,248.66,Credit Card
T100995,C1311,2025-02-12,56.0,Female,GA,Savannah,Books,Self-Help Guide,7.0,14.64,102.48,Credit Card
T100491,C1176,2025-04-18,46.0,Female,GA,Atlanta,Books,Biography,5.0,17.25,86.25,Credit Card
T100326,C1071,2025-10-09,28.0,Male,IL,Springfield,Electronics,Wireless Earbuds,5.0,57.28,286.4,PayPal
T100469,C1139,2025-02-09,42.0,Female,FL,Tampa,Clothing,T-Shirt Pack,1.0,84.05,84.05,PayPal
T100140,C1281,2025-07-04,45.0,Male,IL,Springfield,Home & Kitchen,Cookware Set,2.0,69.3,138.6,Credit Card
T100939,C1292,2025-08-26,72.0,Male,GA,Atlanta,Toys,Building Blocks,5.0,11.56,57.8,Credit Card
T100754,C1225,2025-05-24,35.0,Female,PA,Erie,Home & Kitchen,Cookware Set,5.0,154.67,773.35,Debit Card
T100796,C1320,2025-02-16,46.0,Male,WA,Tacoma,Sports & Outdoors,Yoga Mat,4.0,56.27,225.08,Debit Card
T100778,C1019,2025-04-05,43.0,Female,NC,Charlotte,Sports & Outdoors,Yoga Mat,3.0,19.43,58.29,Credit Card
T100993,C1068,2025-01-06,22.0,Female,OH,Cleveland,Toys,Building Blocks,6.0,46.54,279.24,Credit Card
T100026,C1019,2025-03-26,43.0,Female,NC,Raleigh,Sports & Outdoors,Bicycle Helmet,3.0,204.54500000000002,613.64,Credit Card
T100155,C1321,2025-02-01,24.0,Male,CA,San Francisco,Electronics,Smartwatch,5.0,90.97,454.85,Debit Card
T100926,C1277,2025-04-08,62.0,Male,OH,Columbus,Home & Kitchen,Vacuum Cleaner,3.0,103.58,310.74,Credit Card
T100888,C1312,2025-05-23,24.0,Male,IL,Springfield,Toys,Action Figure,8.0,29.37,234.96,Cash
T100686,C1088,2025-01-05,61.0,Female,PA,Pittsburgh,Beauty,Face Moisturizer,2.0,24.22,48.44,Debit Card
T100710,C1137,2025-06-10,19.0,Male,NC,Raleigh,Home & Kitchen,Coffee Maker,5.0,50.72,253.6,Debit Card
T100389,C1247,2025-02-02,41.0,Male,FL,Orlando,Beauty,Hair Dryer,2.0,42.68,85.36,Debit Card
T100600,C1028,2025-05-24,49.0,Female,OH,Cleveland,Clothing,Winter Jacket,3.0,40.37,121.11,PayPal
T100434,C1175,2025-10-27,46.0,Male,OH,Columbus,Electronics,Smartwatch,2.0,44.56,89.12,Gift Card
T100099,C1136,2025-04-18,46.0,Female,CA,Los Angeles,Sports & Outdoors,Camping Tent,4.0,64.77,259.08,Credit Card
T100407,C1087,2025-09-27,35.0,Female,PA,Pittsburgh,Home & Kitchen,Cookware Set,3.0,97.39,292.17,PayPal
T100858,C1206,2025-06-22,46.0,Male,CA,Sacramento,Home & Kitchen,Vacuum Cleaner,5.0,28.85,144.25,Credit Card
T100166,C1226,2025-09-03,64.0,Male,NC,Raleigh,Books,Biography,5.0,18.81,94.05,Gift Card
T100344,C1012,2025-10-09,59.0,Female,GA,Augusta,Home & Kitchen,Blender,1.0,38.53,38.53,PayPal
T100713,C1236,2025-05-15,55.0,Female,TX,Houston,Books,Cookbook,6.0,10.11,60.66,Credit Card
T100023,C1181,2025-04-19,46.0,Female,IL,Naperville,Home & Kitchen,Cookware Set,6.0,42.58,255.48,Credit Card
T100893,C1298,2025-02-05,46.0,Female,IL,Naperville,Sports & Outdoors,Camping Tent,4.0,115.34,461.36,Credit Card
T100204,C1218,2025-09-23,43.0,Female,TX,Dallas,Home & Kitchen,Cookware Set,5.0,33.66,168.3,Credit Card
T100033,C1185,2025-10-14,43.0,Male,PA,Pittsburgh,Books,Self-Help Guide,8.0,21.87,174.96,Gift Card
T100197,C1108,2025-02-24,44.0,Male,WA,Seattle,Beauty,Hair Dryer,2.0,34.74,69.48,Gift Card
T100586,C1128,2025-01-18,46.0,Male,OH,Cleveland,Beauty,Makeup Kit,5.0,23.65,118.25,Credit Card
T100856,C1114,2025-02-27,46.0,Male,OH,Cleveland,Books,Children's Book,6.0,22.35,134.1,Debit Card
T100667,C1047,2025-06-08,68.0,Female,OH,Cleveland,Home & Kitchen,Coffee Maker,5.0,32.43,162.15,Cash
T100660,C1030,2025-05-24,43.0,Male,WA,Tacoma,Beauty,Face Moisturizer,3.0,20.12,60.36,Debit Card
T100986,C1323,2025-06-28,70.0,Female,WA,Tacoma,Home & Kitchen,Coffee Maker,1.0,71.15,71.15,Cash
T100544,C1259,2025-03-18,51.0,Male,NC,Charlotte,Books,Self-Help Guide,8.0,27.8,222.4,Debit Card
T100009,C1338,2025-09-04,29.0,Female,CA,Los Angeles,Toys,Puzzle Set,8.0,29.36,234.88,Credit Card
T100010,C1250,2025-07-21,28.0,Male,FL,Orlando,Electronics,Wireless Earbuds,5.0,166.41,832.05,Credit Card
T100079,C1335,2025-09-22,64.0,Male,IL,Naperville,Books,Cookbook,4.0,26.07,104.28,Credit Card
T100372,C1090,2025-04-12,42.0,Female,OH,Cleveland,Sports & Outdoors,Camping Tent,2.0,40.61,81.22,PayPal
T100118,C1140,2025-06-18,46.0,Female,WA,Tacoma,Beauty,Shampoo Set,2.0,63.66,127.32,PayPal
T100996,C1165,2025-06-19,64.0,Male,FL,Miami,Electronics,Wireless Earbuds,2.0,99.6,199.2,PayPal
T100234,C1177,2025-09-13,27.0,Female,PA,Philadelphia,Electronics,Bluetooth Speaker,2.0,161.23,322.46,Credit Card
T100549,C1181,2025-05-13,26.0,Female,IL,Naperville,Electronics,Phone Charger,2.0,99.65,199.3,Credit Card
T100674,C1213,2025-08-27,43.0,Female,GA,Atlanta,Toys,Building Blocks,1.0,34.16,34.16,Debit Card
T100289,C1228,2025-02-24,49.0,Female,FL,Tampa,Home & Kitchen,Air Fryer,2.0,53.81,107.62,Debit Card
T100049,C1048,2025-06-09,46.0,Male,FL,Orlando,Clothing,Winter Jacket,4.0,40.91,163.64,Cash
T100685,C1233,2025-07-11,61.0,Female,GA,Augusta,Home & Kitchen,Blender,9.5,146.78,1394.41,Debit Card
T100682,C1198,2025-03-02,46.0,Female,NC,Raleigh,Clothing,Wool Sweater,5.0,21.16,105.8,Cash
T100932,C1199,2025-08-22,72.0,Male,IL,Naperville,Home & Kitchen,Blender,4.0,23.59,94.36,Credit Card
T100831,C1148,2025-02-25,64.0,Female,PA,Erie,Home & Kitchen,Cookware Set,3.0,144.65,433.95,Gift Card
T100638,C1079,2025-09-08,56.0,Female,IL,Chicago,Electronics,Bluetooth Speaker,2.0,76.59,153.18,Debit Card
T100144,C1261,2025-01-30,27.0,Male,GA,Atlanta,Clothing,T-Shirt Pack,3.0,55.05,165.15,PayPal
T100799,C1119,2025-08-08,24.0,Female,WA,Tacoma,Electronics,Smartwatch,2.0,129.15,258.3,Credit Card
T100711,C1254,2025-04-16,55.0,Female,GA,Augusta,Clothing,T-Shirt Pack,2.0,63.84,127.68,Cash
T100813,C1127,2025-02-08,61.0,Male,GA,Savannah,Books,Mystery Novel,5.0,20.48,102.4,Gift Card
T100333,C1160,2025-10-27,74.0,Male,OH,Cleveland,Books,Cookbook,2.0,26.01,52.02,Credit Card
T100112,C1092,2025-03-22,65.0,Female,CA,Los Angeles,Electronics,USB Drive,2.0,80.89,161.78,Credit Card
T100967,C1262,2025-04-08,35.0,Male,FL,Orlando,Books,Biography,6.0,22.52,135.12,Debit Card
T100570,C1210,2025-08-20,32.0,Male,NC,Raleigh,Clothing,T-Shirt Pack,4.0,67.78,271.12,Debit Card
T100360,C1248,2025-01-27,62.0,Female,PA,Erie,Home & Kitchen,Vacuum Cleaner,3.0,152.94,458.82,Gift Card
T100693,C1244,2025-08-03,53.0,Female,TX,Houston,Books,Mystery Novel,2.0,6.1,12.2,Credit Card
T100538,C1056,2025-01-15,49.0,Female,GA,Savannah,Beauty,Makeup Kit,2.0,27.03,54.06,Credit Card
T100338,C1035,2025-06-16,21.0,Female,PA,Philadelphia,Home & Kitchen,Vacuum Cleaner,3.0,114.52,343.56,Debit Card
T100612,C1068,2025-09-14,22.0,Female,OH,Cleveland,Electronics,Phone Charger,5.0,98.89,494.45,Debit Card
T100976,C1088,2025-05-29,61.0,Female,PA,Erie,Books,Children's Book,4.0,9.33,37.32,Credit Card
T100669,C1221,2025-08-21,43.0,Female,GA,Atlanta,Books,Self-Help Guide,4.0,30.38,121.52,Debit Card
T100618,C1312,2025-03-29,46.0,Male,IL,Springfield,Sports & Outdoors,Camping Tent,4.0,82.02,328.08,Gift Card
T100351,C1276,2025-09-16,44.0,Male,TX,Houston,Clothing,Denim Jeans,1.0,94.16,94.16,Cash
T100698,C1143,2025-06-19,41.0,Female,WA,Tacoma,Toys,Building Blocks,6.0,11.72,70.32,Gift Card
T100493,C1046,2025-02-10,46.0,Female,PA,Pittsburgh,Home & Kitchen,Blender,3.0,104.16,312.48,Credit Card
T100435,C1261,2025-02-20,27.0,Female,GA,Augusta,Toys,Puzzle Set,7.0,22.04,154.28,PayPal
T100732,C1208,2025-04-01,33.0,Female,CA,Los Angeles,Home & Kitchen,Coffee Maker,2.0,43.97,87.94,Cash
T100879,C1026,2025-02-06,40.0,Male,TX,Austin,Sports & Outdoors,Water Bottle,3.0,104.75,314.25,Cash
T100322,C1081,2025-08-30,42.0,Male,IL,Springfield,Clothing,Denim Jeans,2.0,29.94,59.88,Gift Card
T100756,C1182,2025-03-18,46.0,Male,PA,Philadelphia,Home & Kitchen,Air Fryer,5.0,98.83,494.15,Credit Card
T100465,C1017,2025-09-01,25.0,Female,NY,New York City,Electronics,Wireless Earbuds,3.0,127.08,381.24,Credit Card
T100889,C1322,2025-10-24,53.0,Male,CA,San Francisco,Beauty,Shampoo Set,3.0,20.44,61.32,Debit Card
T100183,C1111,2025-02-19,62.0,Female,OH,Cincinnati,Home & Kitchen,Vacuum Cleaner,3.0,26.29,78.87,Credit Card
T100367,C1123,2025-02-26,44.0,Female,NC,Durham,Sports & Outdoors,Dumbbell Set,1.0,121.87,121.87,Debit Card
T100820,C1030,2025-09-09,43.0,Male,WA,Seattle,Books,Self-Help Guide,5.0,14.26,71.3,Gift Card
T100342,C1153,2025-03-28,34.0,Male,CA,Sacramento,Clothing,Winter Jacket,2.0,84.61,169.22,Cash
T100306,C1204,2025-05-31,44.0,Female,IL,Chicago,Home & Kitchen,Cookware Set,3.0,46.15,138.45,Credit Card
T100217,C1105,2025-10-22,62.0,Female,NC,Durham,Sports & Outdoors,Water Bottle,2.0,130.81,261.62,Debit Card
T100476,C1165,2025-08-25,64.0,Male,FL,Miami,Clothing,Denim Jeans,4.0,26.9,107.6,Credit Card
T100037,C1076,2025-04-07,36.0,Male,NC,Raleigh,Books,Mystery Novel,8.0,10.59,84.72,Debit Card
T100313,C1128,2025-07-23,50.0,Male,OH,Columbus,Electronics,Smartwatch,1.0,204.54500000000002,204.54,Credit Card
T100606,C1126,2025-08-14,22.0,Male,WA,Tacoma,Electronics,Phone Charger,1.0,78.37,78.37,Debit Card
T100188,C1035,2025-05-04,21.0,Female,PA,Pittsburgh,Electronics,Smartwatch,2.0,133.6,267.2,Credit Card
T100555,C1196,2025-05-19,37.0,Male,WA,Seattle,Toys,Puzzle Set,6.0,22.91,137.46,Credit Card
T100036,C1097,2025-03-16,56.0,Female,WA,Tacoma,Clothing,Winter Jacket,3.0,64.57,193.71,Gift Card
T100720,C1135,2025-03-28,35.0,Female,WA,Tacoma,Clothing,Winter Jacket,3.0,87.05,261.15,Debit Card
T100526,C1179,2025-06-23,46.0,Female,OH,Cincinnati,Beauty,Shampoo Set,3.0,28.23,84.69,Debit Card
T100907,C1226,2025-03-11,64.0,Male,NC,Raleigh,Books,Children's Book,7.0,30.87,216.09,Credit Card
T100403,C1162,2025-01-10,41.0,Male,OH,Cleveland,Sports & Outdoors,Bicycle Helmet,5.0,95.32,476.6,Credit Card
T100583,C1249,2025-07-11,20.0,Male,NY,Albany,Electronics,USB Drive,4.0,34.43,137.72,Debit Card
T100642,C1022,2025-07-24,28.0,Female,IL,Chicago,Electronics,Phone Charger,2.0,175.11,350.22,PayPal
T100233,C1207,2025-10-17,73.0,Female,PA,Pittsburgh,Beauty,Hair Dryer,4.0,62.39,249.56,Cash
T100102,C1144,2025-02-23,74.0,Female,WA,Spokane,Home & Kitchen,Blender,2.0,139.07,278.14,Credit Card
T100437,C1257,2025-03-16,23.0,Male,GA,Atlanta,Books,Children's Book,4.0,8.23,32.92,PayPal
T100456,C1211,2025-01-15,58.0,Male,GA,Augusta,Clothing,Running Shoes,5.0,57.84,289.2,Debit Card
T100745,C1058,2025-04-12,60.0,Male,IL,Naperville,Books,Biography,4.0,26.19,104.76,Debit Card
T100065,C1225,2025-04-20,35.0,Female,PA,Erie,Home & Kitchen,Vacuum Cleaner,2.0,26.88,53.76,Debit Card
T100461,C1051,2025-02-22,29.0,Female,TX,Houston,Toys,Puzzle Set,3.0,25.33,75.99,Cash
T100433,C1226,2025-07-12,64.0,Male,NC,Charlotte,Toys,Remote Control Car,4.0,47.45,189.8,Credit Card
T100163,C1005,2025-09-06,66.0,Female,NY,Buffalo,Books,Self-Help Guide,6.0,20.18,121.08,Credit Card
T100263,C1157,2025-08-12,49.0,Male,CA,Los Angeles,Beauty,Hair Dryer,4.0,13.14,52.56,Debit Card
T100231,C1192,2025-02-07,52.0,Female,IL,Naperville,Sports & Outdoors,Dumbbell Set,2.0,97.37,194.74,Credit Card
T100974,C1183,2025-07-13,57.0,Male,GA,Atlanta,Books,Biography,7.0,21.5,150.5,Credit Card
T100235,C1026,2025-08-25,40.0,Male,TX,Austin,Electronics,USB Drive,6.0,187.71,1126.26,Credit Card
T100415,C1327,2025-03-18,20.0,Male,GA,Atlanta,Electronics,Phone Charger,2.0,58.38,116.76,Debit Card
T100175,C1171,2025-06-16,23.0,Male,TX,Dallas,Electronics,Phone Charger,3.0,124.9,374.7,PayPal
T100969,C1283,2025-09-25,46.0,Female,NC,Durham,Electronics,Bluetooth Speaker,2.0,143.74,287.48,Credit Card
T100302,C1078,2025-01-26,50.0,Female,NY,Albany,Beauty,Face Moisturizer,3.0,19.54,58.62,PayPal
T100071,C1203,2025-03-26,57.0,Female,OH,Cleveland,Home & Kitchen,Blender,4.0,107.76,431.04,Credit Card
T100168,C1214,2025-05-20,60.0,Female,OH,Cleveland,Clothing,Running Shoes,3.0,31.74,95.22,Gift Card
T100089,C1141,2025-08-28,30.0,Female,IL,Naperville,Sports & Outdoors,Yoga Mat,4.0,44.97,179.88,Credit Card
T100117,C1268,2025-02-18,52.0,Male,CA,Los Angeles,Clothing,Winter Jacket,3.0,89.41,268.23,Credit Card
T100321,C1213,2025-07-13,43.0,Female,GA,Augusta,Beauty,Perfume,1.0,8.8,8.8,PayPal
T100904,C1061,2025-10-06,60.0,Female,PA,Erie,Books,Cookbook,5.0,28.4,142.0,Credit Card
T100024,C1062,2025-01-01,38.0,Male,PA,Philadelphia,Toys,Remote Control Car,4.0,15.69,62.76,PayPal
T100603,C1129,2025-04-11,46.0,Male,NC,Raleigh,Beauty,Perfume,1.0,56.49,56.49,Debit Card
T100061,C1105,2025-09-19,62.0,Female,NC,Durham,Home & Kitchen,Vacuum Cleaner,2.0,28.38,56.76,Debit Card
T100906,C1012,2025-02-12,59.0,Female,GA,Augusta,Books,Self-Help Guide,9.5,12.9,122.55,PayPal
