TransactionID,CustomerID,TransactionDate,CustomerAge,Gender,State,City,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod
T100030,C1252,2025-04-23,28.0,Female,PA,Pittsburgh,Beauty,Makeup Kit,1,61.69,61.69,PayPal
T100648,C1185,2025-05-29,46.0,Male,PA,Pittsburgh,Home & Kitchen,Blender,4,67.57,270.28,Cash
T100305,C1232,2025-03-12,19.0,Male,NY,New York City,Beauty,Shampoo Set,1,154.05,154.05,Credit Card
T100997,C1012,2025-07-05,59.0,Male,GA,Atlanta,Sports & Outdoors,Water Bottle,4,155.07,620.28,Gift Card
T100474,C1152,2025-04-09,70.0,Female,FL,Tampa,Sports & Outdoors,Water Bottle,4,59.2,236.8,Credit Card
T100459,C1241,2025-04-26,51.0,Male,PA,Erie,Beauty,Hair Dryer,4,215.51,862.04,Debit Card
T100317,C1011,2025-03-30,73.0,Male,CA,Los Angeles,Sports & Outdoors,Yoga Mat,1,179.26,179.26,Debit Card
T100590,C1091,2025-02-26,63.0,Male,TX,Dallas,Sports & Outdoors,Camping Tent,3,162.19,486.57,Cash
T100134,C1019,2025-09-05,43.0,Female,NC,Durham,Sports & Outdoors,Yoga Mat,1,214.14,214.14,Credit Card
T100105,C1064,2025-08-29,46.0,Male,TX,Dallas,Books,Mystery Novel,4,45.14,180.56,Credit Card
T100007,C1152,2025-02-03,70.0,Female,FL,Tampa,Clothing,Denim Jeans,7,96.32,674.24,Credit Card
T100605,C1161,2025-03-07,55.0,Female,PA,Erie,Beauty,Hair Dryer,2,186.0,372.0,Debit Card
T100230,C1262,2025-03-18,35.0,Male,FL,Miami,Toys,Remote Control Car,1,201.65,201.65,PayPal
T100386,C1120,2025-05-28,46.0,Male,NC,Raleigh,Sports & Outdoors,Bicycle Helmet,1,168.7,168.7,Cash
T100836,C1179,2025-10-01,46.0,Female,OH,Columbus,Books,Self-Help Guide,3,35.25,105.75,Credit Card
T100301,C1132,2025-02-17,23.0,Male,IL,Chicago,Beauty,Hair Dryer,1,25.72,25.72,Cash
T100390,C1268,2025-03-08,52.0,Male,CA,San Francisco,Toys,Puzzle Set,4,128.36,513.44,Debit Card
T100901,C1128,2025-07-28,50.0,Male,OH,Cincinnati,Books,Mystery Novel,3,84.78,254.34,Gift Card
T100726,C1089,2025-07-24,65.0,Male,NY,Buffalo,Toys,Action Figure,4,16.64,66.56,Debit Card
T100789,C1018,2025-08-13,65.0,Male,IL,Chicago,Sports & Outdoors,Dumbbell Set,7,215.03,1505.21,Cash
T100826,C1115,2025-03-11,50.0,Male,NY,Albany,Beauty,Face Moisturizer,1,174.86,174.86,Credit Card
T100199,C1295,2025-03-06,47.0,Male,TX,Houston,Electronics,Phone Charger,4,190.39,761.56,Credit Card
T100119,C1045,2025-01-27,73.0,Male,FL,Miami,Clothing,T-Shirt Pack,3,203.75,611.25,Credit Card
T100080,C1153,2025-01-18,34.0,Male,CA,San Francisco,Books,Biography,2,194.3,388.6,Credit Card
T100271,C1106,2025-03-01,62.0,Female,NC,Raleigh,Clothing,Denim Jeans,4,207.18,828.72,Debit Card
T100518,C1251,2025-01-23,46.0,Female,CA,Los Angeles,Sports & Outdoors,Water Bottle,5,10.28,51.4,Gift Card
T100211,C1157,2025-03-17,49.0,Male,CA,Los Angeles,Sports & Outdoors,Camping Tent,4,85.39,341.56,PayPal
T100676,C1067,2025-05-09,39.0,Male,PA,Erie,Home & Kitchen,Vacuum Cleaner,4,212.95,851.8,Debit Card
T100369,C1171,2025-07-21,46.0,Male,TX,Austin,Home & Kitchen,Coffee Maker,1,180.96,180.96,Debit Card
T100294,C1309,2025-05-14,24.0,Female,FL,Miami,Home & Kitchen,Air Fryer,4,88.5,354.0,PayPal
T100940,C1140,2025-08-24,74.0,Female,WA,Tacoma,Toys,Puzzle Set,5,77.53,387.65,Credit Card
T100666,C1175,2025-08-06,44.0,Male,OH,Cincinnati,Electronics,USB Drive,5,185.79,928.95,Cash
T100481,C1006,2025-05-05,22.0,Female,NY,Buffalo,Toys,Board Game,1,85.61,85.61,Debit Card
T100581,C1282,2025-01-13,56.0,Male,OH,Columbus,Toys,Puzzle Set,4,192.17,768.68,Credit Card
T100258,C1262,2025-06-20,35.0,Male,FL,Tampa,Electronics,Smartwatch,2,161.49,322.98,PayPal
T100866,C1057,2025-10-09,26.0,Male,CA,San Francisco,Toys,Action Figure,1,185.72,185.72,Debit Card
T100101,C1243,2025-02-27,55.0,Male,NC,Durham,Books,Children's Book,4,173.73,694.92,PayPal
T100396,C1089,2025-09-01,65.0,Male,NY,Buffalo,Books,Mystery Novel,3,157.72,473.16,PayPal
T100480,C1285,2025-05-31,71.0,Female,OH,Cincinnati,Beauty,Perfume,4,75.23,300.92,Credit Card
T100562,C1007,2025-06-21,57.0,Male,TX,Austin,Beauty,Hair Dryer,2,136.98,273.96,PayPal
T100572,C1111,2025-05-28,46.0,Male,OH,Cincinnati,Electronics,Smartwatch,1,210.74,210.74,Gift Card
T100950,C1000,2025-04-28,23.0,Female,NY,Buffalo,Toys,Board Game,1,54.46,54.46,Credit Card
T100464,C1231,2025-06-15,66.0,Male,IL,Naperville,Books,Self-Help Guide,1,65.9,65.9,Debit Card
T100735,C1121,2025-04-16,56.0,Female,FL,Miami,Sports & Outdoors,Yoga Mat,3,168.61,505.83,PayPal
T100808,C1337,2025-04-13,36.0,Male,CA,San Francisco,Beauty,Face Moisturizer,3,177.19,531.57,Credit Card
T100935,C1183,2025-08-15,57.0,Male,GA,Savannah,Books,Cookbook,5,116.03,580.15,Cash
T100174,C1132,2025-02-25,23.0,Male,IL,Springfield,Toys,Action Figure,2,71.9,143.8,Credit Card
T100512,C1295,2025-02-11,47.0,Male,TX,Houston,Sports & Outdoors,Bicycle Helmet,2,153.12,306.24,Credit Card
T100934,C1327,2025-06-11,20.0,Male,GA,Augusta,Home & Kitchen,Air Fryer,1,24.01,24.01,Debit Card
T100473,C1006,2025-07-13,22.0,Female,NY,New York City,Electronics,Smartwatch,3,146.77,440.31,Cash
T100366,C1195,2025-03-15,22.0,Female,CA,San Francisco,Clothing,Running Shoes,1,75.96,75.96,Debit Card
T100768,C1334,2025-10-25,44.0,Male,TX,Dallas,Books,Children's Book,3,161.24,483.72,Credit Card
T100498,C1337,2025-07-30,36.0,Male,CA,Sacramento,Home & Kitchen,Blender,4,38.16,152.64,Gift Card
T100809,C1166,2025-09-08,36.0,Female,CA,San Francisco,Electronics,Wireless Earbuds,3,123.61,370.83,Credit Card
T100719,C1084,2025-10-05,46.0,Female,FL,Orlando,Beauty,Face Moisturizer,4,169.25,677.0,Credit Card
T100644,C1051,2025-07-24,29.0,Female,TX,Houston,Toys,Board Game,5,54.53,272.65,Gift Card
T100527,C1194,2025-07-24,72.0,Male,NY,Albany,Beauty,Face Moisturizer,2,53.94,107.88,Debit Card
T100357,C1151,2025-03-15,34.0,Female,OH,Columbus,Clothing,T-Shirt Pack,3,109.78,329.34,Gift Card
T100185,C1133,2025-03-23,49.0,Female,PA,Pittsburgh,Electronics,Smartwatch,1,197.47,197.47,Debit Card
T100696,C1047,2025-05-16,68.0,Female,OH,Columbus,Beauty,Perfume,4,185.73,742.92,Credit Card
T100815,C1309,2025-02-17,24.0,Female,FL,Tampa,Books,Biography,2,49.48,98.96,Credit Card
T100679,C1108,2025-06-10,44.0,Male,WA,Seattle,Toys,Building Blocks,5,32.73,163.65,PayPal
T100763,C1188,2025-07-19,31.0,Female,TX,Houston,Beauty,Makeup Kit,2,112.53,225.06,PayPal
T100578,C1117,2025-10-03,25.0,Female,FL,Orlando,Beauty,Face Moisturizer,1,94.26,94.26,PayPal
T100727,C1258,2025-07-11,46.0,Female,NY,New York City,Home & Kitchen,Coffee Maker,1,167.45,167.45,PayPal
T100874,C1015,2025-04-03,62.0,Male,GA,Atlanta,Clothing,Denim Jeans,3,55.66,166.98,Gift Card
T100903,C1290,2025-03-07,64.0,Male,WA,Tacoma,Sports & Outdoors,Yoga Mat,5,49.08,245.4,PayPal
T100923,C1026,2025-09-03,40.0,Male,TX,Austin,Books,Mystery Novel,3,207.19,621.57,Credit Card
T100776,C1236,2025-09-03,46.0,Female,TX,Houston,Electronics,Phone Charger,4,166.02,664.08,Debit Card
T100383,C1253,2025-03-26,36.0,Female,OH,Cincinnati,Beauty,Face Moisturizer,4,106.5,426.0,Cash
T100772,C1231,2025-04-16,66.0,Male,IL,Springfield,Clothing,Denim Jeans,1,56.0,56.0,Credit Card
T100548,C1334,2025-02-14,44.0,Male,TX,Houston,Clothing,Denim Jeans,3,82.2,246.6,Debit Card
T100835,C1021,2025-07-08,39.0,Female,NC,Durham,Toys,Remote Control Car,3,82.31,246.93,Credit Card
T100916,C1131,2025-06-27,49.0,Female,WA,Tacoma,Clothing,Wool Sweater,5,133.32,666.6,Credit Card
T100441,C1028,2025-08-13,49.0,Female,OH,Cleveland,Electronics,Wireless Earbuds,5,153.12,765.6,Credit Card
T100135,C1098,2025-01-10,54.0,Female,GA,Atlanta,Electronics,Wireless Earbuds,1,23.12,23.12,Gift Card
T100707,C1234,2025-08-17,46.0,Male,OH,Cincinnati,Sports & Outdoors,Water Bottle,1,99.84,99.84,Credit Card
T100356,C1101,2025-08-08,29.0,Female,NY,Buffalo,Home & Kitchen,Coffee Maker,3,40.74,122.22,Gift Card
T100948,C1133,2025-02-20,49.0,Female,PA,Pittsburgh,Sports & Outdoors,Yoga Mat,4,93.03,372.12,Credit Card
T100247,C1107,2025-04-28,55.0,Female,OH,Cincinnati,Clothing,Wool Sweater,2,60.15,120.3,Credit Card
T100936,C1127,2025-08-29,61.0,Male,GA,Savannah,Beauty,Perfume,3,149.71,449.13,Cash
T100515,C1196,2025-06-02,37.0,Male,WA,Spokane,Home & Kitchen,Coffee Maker,5,207.41,1037.05,Credit Card
T100397,C1002,2025-07-20,55.0,Female,NC,Charlotte,Toys,Remote Control Car,2,127.53,255.06,Debit Card
T100375,C1125,2025-08-25,50.0,Male,IL,Springfield,Sports & Outdoors,Camping Tent,2,16.25,32.5,PayPal
T100242,C1119,2025-08-03,24.0,Female,WA,Tacoma,Toys,Puzzle Set,2,205.55,411.1,Credit Card
T100563,C1299,2025-04-14,19.0,Female,FL,Tampa,Sports & Outdoors,Dumbbell Set,2,167.7,335.4,Credit Card
T100700,C1336,2025-08-30,72.0,Female,FL,Miami,Electronics,USB Drive,2,144.61,289.22,Credit Card
T100819,C1287,2025-07-20,50.0,Female,TX,Dallas,Sports & Outdoors,Bicycle Helmet,3,116.95,350.85,Credit Card
T100894,C1087,2025-04-05,35.0,Female,PA,Erie,Books,Mystery Novel,3,110.49,331.47,Credit Card
T100334,C1191,2025-02-07,53.0,Female,GA,Atlanta,Sports & Outdoors,Water Bottle,2,81.4,162.8,Credit Card
T100146,C1052,2025-08-31,38.0,Male,GA,Atlanta,Toys,Action Figure,3,168.29,504.87,Credit Card
T100683,C1014,2025-07-26,58.0,Male,NY,New York City,Clothing,Wool Sweater,1,127.11,127.11,Gift Card
T100995,C1108,2025-05-07,44.0,Male,WA,Spokane,Home & Kitchen,Vacuum Cleaner,5,203.82,1019.1,PayPal
T100491,C1197,2025-08-14,24.0,Male,GA,Savannah,Beauty,Makeup Kit,3,116.58,349.74,Gift Card
T100326,C1080,2025-02-10,71.0,Male,IL,Chicago,Toys,Puzzle Set,4,113.36,453.44,Credit Card
T100469,C1155,2025-07-25,46.0,Male,FL,Miami,Clothing,Winter Jacket,5,201.34,1006.7,Debit Card
T100140,C1314,2025-01-16,31.0,Female,WA,Seattle,Sports & Outdoors,Bicycle Helmet,4,152.71,610.84,Credit Card
T100939,C1145,2025-07-02,46.0,Female,CA,Sacramento,Books,Children's Book,5,58.27,291.35,Debit Card
T100754,C1011,2025-06-23,73.0,Male,CA,Los Angeles,Home & Kitchen,Coffee Maker,1,178.91,178.91,PayPal
T100796,C1130,2025-01-28,50.0,Male,FL,Miami,Books,Biography,4,208.85,835.4,Credit Card
T100778,C1095,2025-08-26,34.0,Female,IL,Springfield,Sports & Outdoors,Bicycle Helmet,1,97.07,97.07,Credit Card
T100993,C1069,2025-04-01,44.0,Female,CA,Sacramento,Clothing,T-Shirt Pack,4,60.52,242.08,Cash
T100026,C1015,2025-04-14,62.0,Male,GA,Atlanta,Toys,Board Game,2,28.97,57.94,Credit Card
T100155,C1162,2025-01-14,41.0,Male,OH,Cleveland,Books,Cookbook,4,82.67,330.68,Debit Card
T100926,C1088,2025-06-30,61.0,Female,PA,Erie,Home & Kitchen,Coffee Maker,2,70.73,141.46,PayPal
T100888,C1299,2025-03-30,19.0,Male,FL,Tampa,Beauty,Face Moisturizer,2,153.45,306.9,Credit Card
T100686,C1179,2025-03-01,46.0,Female,OH,Cincinnati,Sports & Outdoors,Bicycle Helmet,4,162.34,649.36,PayPal
T100710,C1239,2025-03-30,53.0,Male,NC,Charlotte,Sports & Outdoors,Camping Tent,2,193.65,387.3,PayPal
T100389,C1005,2025-01-16,66.0,Female,NY,New York City,Electronics,Bluetooth Speaker,2,74.23,148.46,PayPal
T100600,C1311,2025-04-04,56.0,Female,GA,Augusta,Home & Kitchen,Vacuum Cleaner,2,190.41,380.82,Credit Card
T100434,C1226,2025-08-02,64.0,Male,NC,Raleigh,Home & Kitchen,Air Fryer,5,92.03,460.15,Debit Card
T100099,C1180,2025-10-04,71.0,Male,NC,Charlotte,Beauty,Hair Dryer,3,218.9,656.7,Credit Card
T100407,C1282,2025-02-04,56.0,Male,OH,Columbus,Toys,Puzzle Set,2,27.32,54.64,Cash
T100858,C1025,2025-07-18,54.0,Female,CA,Los Angeles,Electronics,Wireless Earbuds,3,70.7,212.1,Cash
T100166,C1016,2025-05-13,47.0,Female,PA,Philadelphia,Beauty,Face Moisturizer,2,95.84,191.68,Credit Card
T100344,C1149,2025-01-31,21.0,Male,PA,Pittsburgh,Sports & Outdoors,Camping Tent,2,47.83,95.66,Credit Card
T100713,C1052,2025-02-15,38.0,Male,GA,Savannah,Beauty,Hair Dryer,7,52.03,364.21,PayPal
T100023,C1237,2025-03-05,42.0,Male,WA,Tacoma,Books,Self-Help Guide,1,51.33,51.33,Debit Card
T100893,C1243,2025-05-17,55.0,Male,NC,Raleigh,Sports & Outdoors,Bicycle Helmet,1,66.65,66.65,PayPal
T100204,C1119,2025-08-18,46.0,Female,WA,Seattle,Home & Kitchen,Blender,1,113.21,113.21,Credit Card
T100033,C1298,2025-04-10,34.0,Female,IL,Chicago,Books,Self-Help Guide,5,79.94,399.7,Credit Card
T100197,C1019,2025-10-24,43.0,Female,NC,Raleigh,Toys,Board Game,3,105.18,315.54,Credit Card
T100586,C1073,2025-07-29,25.0,Male,FL,Tampa,Home & Kitchen,Cookware Set,5,174.08,870.4,PayPal
T100856,C1162,2025-06-20,46.0,Male,OH,Cincinnati,Clothing,Denim Jeans,3,337.57000000000005,1012.71,Credit Card
T100667,C1070,2025-04-21,63.0,Male,WA,Spokane,Clothing,Winter Jacket,3,34.38,103.14,Cash
T100660,C1161,2025-01-05,55.0,Female,PA,Philadelphia,Toys,Board Game,2,168.21,336.42,Debit Card
T100986,C1080,2025-04-18,46.0,Male,IL,Springfield,Beauty,Hair Dryer,4,119.21,476.84,Credit Card
T100544,C1107,2025-10-27,55.0,Female,OH,Cleveland,Clothing,Running Shoes,1,56.69,56.69,Cash
T100009,C1082,2025-03-10,27.0,Female,PA,Pittsburgh,Toys,Board Game,2,78.12,156.24,Debit Card
T100010,C1241,2025-09-02,51.0,Male,PA,Philadelphia,Sports & Outdoors,Yoga Mat,7,202.79,1419.53,Credit Card
T100079,C1209,2025-03-13,62.0,Male,TX,Dallas,Sports & Outdoors,Water Bottle,3,13.62,40.86,Debit Card
T100372,C1083,2025-02-02,65.0,Female,CA,San Francisco,Home & Kitchen,Cookware Set,3,52.78,158.34,Debit Card
T100118,C1053,2025-06-07,46.0,Male,WA,Seattle,Home & Kitchen,Blender,1,94.93,94.93,PayPal
T100996,C1099,2025-04-21,25.0,Female,IL,Chicago,Toys,Building Blocks,1,82.11,82.11,PayPal
T100234,C1186,2025-07-04,27.0,Male,WA,Tacoma,Electronics,Bluetooth Speaker,2,106.31,212.62,PayPal
T100549,C1141,2025-05-05,30.0,Female,IL,Chicago,Toys,Action Figure,1,174.19,174.19,Credit Card
T100674,C1272,2025-04-15,26.0,Male,IL,Springfield,Electronics,Bluetooth Speaker,5,162.6,813.0,PayPal
T100289,C1045,2025-03-26,73.0,Male,FL,Tampa,Toys,Board Game,1,183.79,183.79,Credit Card
T100049,C1288,2025-08-31,48.0,Male,IL,Chicago,Clothing,Wool Sweater,3,111.84,335.52,Cash
T100685,C1145,2025-08-01,66.0,Female,CA,San Francisco,Home & Kitchen,Vacuum Cleaner,3,84.15,252.45,Credit Card
T100682,C1249,2025-04-18,20.0,Male,NY,Albany,Clothing,T-Shirt Pack,1,68.0,68.0,Debit Card
T100932,C1212,2025-03-06,62.0,Male,PA,Erie,Home & Kitchen,Vacuum Cleaner,4,59.13,236.52,Debit Card
T100831,C1122,2025-01-25,55.0,Male,PA,Erie,Beauty,Face Moisturizer,2,109.07,218.14,Credit Card
T100638,C1224,2025-07-25,59.0,Male,NC,Raleigh,Toys,Remote Control Car,4,91.98,367.92,Debit Card
T100144,C1144,2025-08-01,74.0,Female,WA,Seattle,Electronics,Phone Charger,1,99.57,99.57,Debit Card
T100799,C1039,2025-10-01,54.0,Male,FL,Tampa,Clothing,Running Shoes,3,129.64,388.92,Credit Card
T100711,C1296,2025-02-21,66.0,Male,GA,Savannah,Beauty,Perfume,4,194.01,776.04,Cash
T100813,C1030,2025-07-03,43.0,Male,WA,Spokane,Clothing,Wool Sweater,1,216.23,216.23,Credit Card
T100333,C1302,2025-06-19,18.0,Female,WA,Spokane,Electronics,Smartwatch,1,77.74,77.74,Debit Card
T100112,C1261,2025-09-04,27.0,Male,GA,Augusta,Toys,Building Blocks,5,74.64,373.2,Cash
T100967,C1259,2025-08-28,51.0,Male,NC,Durham,Home & Kitchen,Air Fryer,2,206.76,413.52,Credit Card
T100570,C1162,2025-08-30,41.0,Male,OH,Columbus,Clothing,Running Shoes,1,167.37,167.37,Debit Card
T100360,C1005,2025-09-24,66.0,Female,NY,Buffalo,Books,Cookbook,2,169.53,339.06,Credit Card
T100693,C1227,2025-07-12,51.0,Female,IL,Naperville,Beauty,Makeup Kit,5,45.58,227.9,Credit Card
T100538,C1224,2025-04-12,59.0,Female,NC,Charlotte,Home & Kitchen,Vacuum Cleaner,1,107.88,107.88,PayPal
T100338,C1298,2025-09-13,34.0,Female,IL,Springfield,Sports & Outdoors,Camping Tent,5,14.01,70.05,Credit Card
T100612,C1023,2025-06-22,70.0,Male,FL,Orlando,Beauty,Hair Dryer,4,98.47,393.88,Debit Card
T100976,C1193,2025-09-16,38.0,Female,NC,Charlotte,Home & Kitchen,Vacuum Cleaner,3,69.07,207.21,Cash
T100669,C1132,2025-03-21,46.0,Male,IL,Springfield,Sports & Outdoors,Yoga Mat,2,114.45,228.9,Gift Card
T100618,C1174,2025-07-09,57.0,Male,WA,Seattle,Sports & Outdoors,Dumbbell Set,1,127.29,127.29,Debit Card
T100351,C1194,2025-10-18,72.0,Male,NY,New York City,Books,Children's Book,4,91.11,364.44,Credit Card
T100698,C1223,2025-08-19,29.0,Male,IL,Naperville,Clothing,Winter Jacket,2,64.91,129.82,Gift Card
T100493,C1212,2025-02-21,62.0,Male,PA,Pittsburgh,Home & Kitchen,Coffee Maker,4,19.24,76.96,Credit Card
T100435,C1135,2025-08-03,35.0,Female,WA,Spokane,Beauty,Hair Dryer,5,157.85,789.25,Debit Card
T100732,C1100,2025-05-12,65.0,Female,NY,Buffalo,Home & Kitchen,Blender,5,24.65,123.25,Credit Card
T100879,C1266,2025-06-15,43.0,Female,PA,Erie,Beauty,Face Moisturizer,2,59.08,118.16,Debit Card
T100322,C1101,2025-04-14,29.0,Female,NY,New York City,Beauty,Hair Dryer,2,56.35,112.7,Credit Card
T100756,C1020,2025-01-30,46.0,Male,GA,Atlanta,Toys,Building Blocks,2,137.51,275.02,PayPal
T100465,C1126,2025-07-08,22.0,Male,WA,Tacoma,Home & Kitchen,Air Fryer,2,19.08,38.16,PayPal
T100889,C1268,2025-01-04,52.0,Male,CA,Sacramento,Sports & Outdoors,Bicycle Helmet,4,61.14,244.56,PayPal
T100183,C1032,2025-01-28,23.0,Female,WA,Tacoma,Beauty,Perfume,1,147.12,147.12,PayPal
T100367,C1050,2025-02-12,61.0,Female,OH,Cleveland,Sports & Outdoors,Camping Tent,3,195.65,586.95,Credit Card
T100820,C1107,2025-10-07,55.0,Female,OH,Cleveland,Toys,Action Figure,4,18.8,75.2,Credit Card
T100342,C1093,2025-07-27,40.0,Female,TX,Houston,Clothing,Running Shoes,1,120.08,120.08,Gift Card
T100306,C1235,2025-01-12,59.0,Male,NY,New York City,Books,Self-Help Guide,4,186.73,746.92,Credit Card
T100217,C1289,2025-10-06,46.0,Male,NC,Durham,Electronics,Wireless Earbuds,1,170.25,170.25,Credit Card
T100476,C1338,2025-08-20,29.0,Female,CA,Los Angeles,Beauty,Shampoo Set,5,171.36,856.8,Debit Card
T100037,C1179,2025-09-09,46.0,Female,OH,Cleveland,Home & Kitchen,Vacuum Cleaner,5,181.48,907.4,Cash
T100313,C1098,2025-03-19,46.0,Female,GA,Savannah,Electronics,Bluetooth Speaker,3,156.38,469.14,Credit Card
T100606,C1252,2025-06-23,28.0,Female,PA,Philadelphia,Toys,Board Game,3,134.87,404.61,Cash
T100188,C1278,2025-10-06,21.0,Female,WA,Spokane,Clothing,Running Shoes,1,32.42,32.42,Credit Card
T100555,C1101,2025-05-24,29.0,Female,NY,New York City,Sports & Outdoors,Camping Tent,2,193.4,386.8,Credit Card
T100036,C1055,2025-01-22,20.0,Male,CA,Sacramento,Electronics,Bluetooth Speaker,1,202.37,202.37,Debit Card
T100720,C1090,2025-10-04,42.0,Female,OH,Cincinnati,Books,Children's Book,3,161.45,484.35,PayPal
T100526,C1172,2025-05-30,61.0,Male,CA,Sacramento,Sports & Outdoors,Bicycle Helmet,4,69.16,276.64,PayPal
T100907,C1204,2025-08-01,44.0,Male,IL,Naperville,Sports & Outdoors,Camping Tent,2,62.35,124.7,Credit Card
T100403,C1276,2025-04-27,44.0,Male,TX,Houston,Clothing,Denim Jeans,2,72.64,145.28,Debit Card
T100583,C1307,2025-05-06,49.0,Male,NY,Albany,Sports & Outdoors,Dumbbell Set,2,85.11,170.22,Credit Card
T100642,C1117,2025-07-06,25.0,Female,FL,Orlando,Books,Cookbook,4,71.26,285.04,Credit Card
T100233,C1151,2025-08-16,34.0,Female,OH,Cleveland,Clothing,Wool Sweater,2,123.18,246.36,Credit Card
T100102,C1102,2025-07-08,63.0,Female,TX,Austin,Sports & Outdoors,Bicycle Helmet,4,211.64,846.56,Debit Card
T100437,C1166,2025-03-12,46.0,Female,CA,Sacramento,Books,Children's Book,1,36.39,36.39,PayPal
T100456,C1087,2025-07-24,35.0,Female,PA,Erie,Electronics,USB Drive,3,180.06,540.18,Credit Card
T100745,C1177,2025-10-15,27.0,Female,PA,Pittsburgh,Electronics,Phone Charger,4,175.07,700.28,Gift Card
T100065,C1130,2025-07-05,50.0,Male,FL,Orlando,Sports & Outdoors,Dumbbell Set,1,18.49,18.49,Debit Card
T100461,C1144,2025-03-31,74.0,Female,WA,Tacoma,Home & Kitchen,Coffee Maker,5,13.56,67.8,Debit Card
T100433,C1112,2025-07-23,49.0,Female,GA,Savannah,Beauty,Perfume,3,9.34,28.02,Credit Card
T100163,C1087,2025-02-15,35.0,Female,PA,Erie,Sports & Outdoors,Water Bottle,3,26.74,80.22,Credit Card
T100263,C1196,2025-08-31,37.0,Male,WA,Spokane,Clothing,Denim Jeans,5,23.93,119.65,Debit Card
T100231,C1209,2025-02-12,62.0,Male,TX,Austin,Sports & Outdoors,Dumbbell Set,1,211.12,211.12,Credit Card
T100974,C1070,2025-09-24,63.0,Male,WA,Tacoma,Toys,Remote Control Car,1,136.28,136.28,Cash
T100235,C1084,2025-01-25,53.0,Female,FL,Tampa,Sports & Outdoors,Camping Tent,2,16.75,33.5,Credit Card
T100415,C1138,2025-05-08,37.0,Female,FL,Miami,Sports & Outdoors,Camping Tent,2,44.54,89.08,Debit Card
T100175,C1231,2025-03-21,66.0,Male,IL,Chicago,Beauty,Perfume,2,83.31,166.62,Debit Card
T100969,C1320,2025-10-20,36.0,Male,WA,Seattle,Toys,Building Blocks,2,49.95,99.9,Gift Card
T100302,C1075,2025-08-02,45.0,Male,NY,New York City,Toys,Board Game,4,143.88,575.52,Credit Card
T100071,C1237,2025-10-16,42.0,Male,WA,Tacoma,Electronics,Wireless Earbuds,1,139.35,139.35,Gift Card
T100168,C1275,2025-06-28,45.0,Male,WA,Spokane,Books,Self-Help Guide,2,12.63,25.26,Debit Card
T100089,C1001,2025-08-26,62.0,Female,NY,Albany,Home & Kitchen,Coffee Maker,3,202.14,606.42,Credit Card
T100117,C1123,2025-02-12,44.0,Female,NC,Durham,Electronics,Bluetooth Speaker,2,118.01,236.02,PayPal
T100321,C1229,2025-01-02,28.0,Female,PA,Philadelphia,Books,Mystery Novel,1,73.45,73.45,PayPal
T100904,C1270,2025-02-11,34.0,Male,TX,Houston,Beauty,Perfume,1,44.18,44.18,Credit Card
T100024,C1273,2025-04-26,72.0,Male,NY,Albany,Toys,Board Game,2,75.66,151.32,PayPal
T100603,C1069,2025-03-27,44.0,Female,CA,San Francisco,Home & Kitchen,Air Fryer,1,38.86,38.86,Debit Card
T100061,C1143,2025-08-03,41.0,Female,WA,Spokane,Books,Self-Help Guide,2,167.49,334.98,Debit Card
T100906,C1250,2025-03-27,28.0,Male,FL,Miami,Clothing,Wool Sweater,2,199.72,399.44,Credit Card
T100186,C1142,2025-02-15,33.0,Female,NC,Charlotte,Clothing,Denim Jeans,1,82.61,82.61,Gift Card
T100873,C1191,2025-07-19,53.0,Female,GA,Savannah,Books,Children's Book,1,184.89,184.89,Debit Card
T100401,C1252,2025-08-16,28.0,Female,PA,Philadelphia,Clothing,Wool Sweater,1,48.77,48.77,Debit Card
T100232,C1274,2025-09-24,41.0,Female,PA,Philadelphia,Beauty,Face Moisturizer,3,80.02,240.06,Cash
T100755,C1033,2025-06-29,49.0,Male,PA,Erie,Electronics,Wireless Earbuds,5,176.01,880.05,Debit Card
T100850,C1315,2025-06-21,55.0,Male,PA,Erie,Beauty,Makeup Kit,4,13.1,52.4,Debit Card
T100072,C1235,2025-01-26,59.0,Male,NY,New York City,Toys,Remote Control Car,1,93.07,93.07,Gift Card
T100507,C1187,2025-10-04,39.0,Male,GA,Atlanta,Electronics,Phone Charger,3,138.83,416.49,Debit Card
T100270,C1257,2025-07-06,23.0,Male,GA,Savannah,Sports & Outdoors,Water Bottle,2,21.61,43.22,Debit Card
T100111,C1167,2025-03-01,27.0,Male,WA,Spokane,Beauty,Perfume,3,185.36,556.08,Gift Card
T100499,C1243,2025-01-08,55.0,Male,NC,Durham,Electronics,Bluetooth Speaker,4,164.28,657.12,Debit Card
T100840,C1151,2025-02-08,34.0,Female,OH,Columbus,Toys,Board Game,3,28.46,85.38,Debit Card
T100522,C1039,2025-05-13,46.0,Female,FL,Miami,Clothing,Running Shoes,2,142.69,285.38,PayPal
T100226,C1063,2025-07-12,73.0,Male,WA,Seattle,Electronics,Smartwatch,5,195.34,976.7,Gift Card
T100329,C1032,2025-06-15,23.0,Female,WA,Tacoma,Clothing,Running Shoes,1,100.02,100.02,Gift Card
T100463,C1089,2025-04-11,65.0,Male,NY,New York City,Sports & Outdoors,Yoga Mat,2,101.09,202.18,PayPal
T100582,C1245,2025-03-03,22.0,Female,NY,Albany,Electronics,USB Drive,4,201.6,806.4,PayPal
